"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","date","PRCP","PRCP_ATTRIBUTES","avtemp","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-17",,,"62","H,,S","74",",,S","51",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-18",,,"61","H,,S","74",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-19",,,"61","H,,S","75",",,S","53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-20","0.00",",,S","61","H,,S","77",",,S","49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-21",,,"62","H,,S","77",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-22",,,"60","H,,S","76",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-23",,,"60","H,,S","76",",,S","49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-24",,,"60","H,,S","78",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-25",,,"61","H,,S","78",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-26",,,"60","H,,S","76",",,S","49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-27",,,"62","H,,S","77",",,S","49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-28",,,"60","H,,S","78",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-29",,,"61","H,,S","76",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-11-30",,,"60","H,,S","75",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-01",,,"60","H,,S","74",",,S","49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-02",,,"60","H,,S","74",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-03",,,"62","H,,S","76",",,S","51",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-04",,,"59","H,,S","75",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-05",,,"58","H,,S","75",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-06",,,"58","H,,S","75",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-07",,,"58","H,,S","73",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-08",,,"59","H,,S","68",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-09","0.00",",,S","65","H,,S","77",",,S","55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-10","0.04",",,S","63","H,,S","77",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-11","0.00",",,S","60","H,,S","78",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-12",,,"59","H,,S",,,"48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-13",,,"57","H,,S",,,"46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-14",,,"56","H,,S","77",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-15",,,"56","H,,S","72",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-16",,,"58","H,,S","73",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-17",,,"56","H,,S","71",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-18",,,"56","H,,S","72",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-19",,,"57","H,,S","71",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-20",,,"55","H,,S","71",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-21",,,"54","H,,S","68",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-22",,,"52","H,,S","63",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-23",,,"49","H,,S","58",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-24",,,"49","H,,S","61",",,S","40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-25",,,"47","H,,S","56",",,S","39",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-26",,,"49","H,,S","60",",,S","40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-27",,,"48","H,,S","61",",,S","36",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-28",,,"50","H,,S","63",",,S","37",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-29",,,"52","H,,S","59",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-30","0.35",",,S","55","H,,S","69",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2022-12-31","0.00",",,S","55","H,,S","69",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-01",,,"51","H,,S","62",",,S","42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-02",,,"51","H,,S","65",",,S","40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-03",,,"46","H,,S","65",",,S","38",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-04",,,"46","H,,S","56",",,S","40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-05",,,"44","H,,S","48",",,S","37",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-06",,,"45","H,,S","50",",,S","39",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-07",,,"47","H,,S",,,"41",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-08","0.00",",,S","49","H,,S","54",",,S","41",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-09",,,"51","H,,S","57",",,S","41",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-10",,,"49","H,,S","57",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-11",,,"52","H,,S","57",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-12",,,"54","H,,S","65",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-13","0.51",",,S","51","H,,S","54",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-14","0.24",",,S","51","H,,S","62",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-15","0.00",",,S","50","H,,S","62",",,S","40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-16",,,"49","H,,S","63",",,S","39",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-17",,,"49","H,,S","62",",,S","38",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-18",,,"51","H,,S","63",",,S","40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-19",,,"54","H,,S","65",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-20","0.04",",,S","51","H,,S","54",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-21","0.16",",,S","55","H,,S","66",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-22","0.00",",,S","53","H,,S","66",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-23",,,"56","H,,S","67",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-24",,,"57","H,,S","65",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-25","0.12",",,S","54","H,,S","58",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-26","0.00",",,S","53","H,,S","65",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-27",,,"55","H,,S","70",",,S","42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-28",,,"55","H,,S","69",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-29",,,"58","H,,S","66",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-30","0.35",",,S","55","H,,S","57",",,S","51",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-01-31","1.06",",,S","56","H,,S","70",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-01","0.00",",,S","56","H,,S","69",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-02",,,"57","H,,S","71",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-03",,,"58","H,,S","67",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-04",,,"60","H,,S","74",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-05",,,"60","H,,S","74",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-06","0.04",",,S","62","H,,S","76",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-07","0.02",",,S","59","H,,S","72",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-08","0.00",",,S","58","H,,S","73",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-09",,,"60","H,,S","65",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-10",,,"63","H,,S","76",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-11",,,"58","H,,S","72",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-12",,,"54","H,,S","69",",,S","42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-13",,,"54","H,,S","69",",,S","38",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-14",,,"59","H,,S","74",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-15",,,"64","H,,S","79",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-16",,,"65","H,,S","80",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-17",,,"64","H,,S","75",",,S","55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-18",,,"65","H,,S","79",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-19",,,"68","H,,S","78",",,S","57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-20",,,"68","H,,S","81",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-21",,,"68","H,,S","82",",,S","57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-22",,,"64","H,,S","79",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-23",,,"65","H,,S",,,"50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-24",,,"65","H,,S","81",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-25",,,"66","H,,S","81",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-26",,,"67","H,,S","80",",,S","54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-27","0.01",",,S","69","H,,S","81",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-02-28","0.00",",,S","65","H,,S",,,"56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-01","0.00",",,S","67","H,,S",,,"58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-02","0.00",",,S","69","H,,S","83",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-03",,,"69","H,,S","81",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-04",,,"67","H,,S","80",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-05",,,"69","H,,S","82",",,S","55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-06",,,"68","H,,S","82",",,S","54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-07",,,"70","H,,S","84",",,S","55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-08",,,"71","H,,S","84",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-09",,,"71","H,,S","84",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-10",,,"71","H,,S","83",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-11",,,"72","H,,S","83",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-12",,,"72","H,,S","84",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-13",,,"72","H,,S","85",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-14",,,"73","H,,S","86",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-15",,,"71","H,,S","84",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-16",,,"74","H,,S","84",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-17","0.31",",,S","64","H,,S","71",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-18","0.04",",,S","64","H,,S","71",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-19","0.00",",,S","68","H,,S","79",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-20",,,"68","H,,S","80",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-21",,,"64","H,,S","72",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-22",,,"68","H,,S","78",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-23",,,"66","H,,S","78",",,S","57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-24",,,"65","H,,S","78",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-25",,,"63","H,,S","76",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-26",,,"67","H,,S","78",",,S","53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-27",,,"69","H,,S",,,"54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-28",,,"70","H,,S","82",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-29",,,"73","H,,S","83",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-30","0.00",",,S","73","H,,S","85",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-03-31","0.63",",,S","64","H,,S","85",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-01","0.55",",,S","60","H,,S","69",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-02","0.79",",,S","68","H,,S","79",",,S","54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-03","0.01",",,S","64","H,,S","71",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-04","1.14",",,S","69","H,,S","81",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-05","0.00",",,S","71","H,,S","83",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-06","0.01",",,S","71","H,,S","84",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-07","0.00",",,S","72","H,,S","87",",,S","57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-08",,,"74","H,,S","89",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-09",,,"76","H,,S","90",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-10",,,"76","H,,S","91",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-11",,,"79","H,,S","92",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-12",,,"80","H,,S","95",",,S","64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-13",,,"82","H,,S","95",",,S","66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-14",,,"83","H,,S","99",",,S","69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-15",,,"86","H,,S","99",",,S","70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-16",,,"86","H,,S","98",",,S","79",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-17",,,"88","H,,S","102",",,S","79",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-18","0.24",",,S","81","H,,S","102",",,S","68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-19","0.43",",,S","72","H,,S","76",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-20","0.01",",,S","74","H,,S","89",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-21","0.28",",,S","74","H,,S","89",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-22","0.00",",,S","72","H,,S","88",",,S","62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-23",,,"78","H,,S","92",",,S","61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-24",,,"80","H,,S","93",",,S","64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-25",,,"80","H,,S","93",",,S","69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-26",,,"80","H,,S","93",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-27","0.16",",,S","77","H,,S","93",",,S","66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-28","0.00",",,S","78","H,,S","87",",,S","67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-29",,,"83","H,,S","96",",,S","67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-04-30",,,"80","H,,S","96",",,S","67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-01","0.16",",,S","72","H,,S","80",",,S","66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-02","0.67",",,S","67","H,,S","73",",,S","62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-03","0.39",",,S","70","H,,S","80",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-04","0.12",",,S","74","H,,S","85",",,S","64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-05","0.00",",,S","78","H,,S","90",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-06",,,"78","H,,S","91",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-07",,,"77","H,,S","91",",,S","61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-08","0.12",",,S","75","H,,S","88",",,S","61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-09","0.00",",,S","77","H,,S","92",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-10",,,"77","H,,S","93",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-11",,,"81","H,,S","97",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-12",,,"85","H,,S","101",",,S","69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-13",,,"87","H,,S","101",",,S","74",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-14","0.12",",,S","85","H,,S","98",",,S","72",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-15","0.00",",,S","87","H,,S",,,"73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-16",,,"86","H,,S","97",",,S","74",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-17","0.00",",,S","90","H,,S","101",",,S","73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-18",,,"81","H,,S","92",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-19",,,"85","H,,S","98",",,S","70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-20",,,"88","H,,S","102",",,S","73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-21",,,"91","H,,S","106",",,S","73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-22",,,"93","H,,S","108",",,S","77",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-23",,,"90","H,,S","108",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-24","0.31",",,S","80","H,,S","91",",,S","70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-25","0.03",",,S","74","H,,S","85",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-26","0.16",",,S","81","H,,S","91",",,S","67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-27","0.00",",,S","79","H,,S","93",",,S","68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-28",,,"82","H,,S","95",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-29",,,"81","H,,S","95",",,S","72",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-30",,,"77","H,,S",,,"69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-05-31","0.43",",,S","70","H,,S","86",",,S","64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-01","0.28",",,S","72","H,,S",,,"65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-02","0.04",",,S","77","H,,S","89",",,S","67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-03","0.00",",,S","81","H,,S","93",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-04",,,"84","H,,S","97",",,S","70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-05",,,"88","H,,S","99",",,S","72",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-06","0.00",",,S","86","H,,S","98",",,S","71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-07","0.01",",,S","79","H,,S","91",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-08","0.04",",,S","87","H,,S","100",",,S","70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-09","0.00",",,S","91","H,,S","103",",,S","79",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-10",,,"87","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-11","0.02",",,S","85","H,,S","99",",,S","75",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-12","0.00",",,S","90","H,,S","102",",,S","78",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-13",,,"91","H,,S","106",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-14","0.00",",,S","88","H,,S","106",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-15","0.55",",,S","84","H,,S","102",",,S","71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-16","0.00",",,S","86","H,,S","96",",,S","76",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-17",,,"92","H,,S","101",",,S","79",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-18",,,"87","H,,S","103",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-19","0.75",",,S","88","H,,S","98",",,S","71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-20","0.00",",,S","91","H,,S","100",",,S","80",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-21",,,"93","H,,S","101",",,S","87",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-22","0.20",",,S","94","H,,S","101",",,S","82",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-23","0.00",",,S","94","H,,S","101",",,S","88",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-24","0.00",",,S","92","H,,S","101",",,S","83",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-25",,,"86","H,,S","100",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-26","1.61",",,S","80","H,,S","89",",,S","74",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-27","0.31",",,S","87","H,,S","95",",,S","77",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-28","0.00",",,S","86","H,,S","97",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-29","0.28",",,S","87","H,,S","97",",,S","77",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-06-30","0.00",",,S","81","H,,S","89",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-07-01","0.24",",,S","86","H,,S","95",",,S","75",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-07-02","0.00",",,S","88","H,,S","96",",,S","80",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-07-03",,,"87","H,,S","99",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-07-04",,,"84","H,,S","99",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-07-05",,,"79","H,,S","94",",,S","73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-07-06",,,"83","H,,S","90",",,S","76",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-07-07",,,"83","H,,S","90",",,S","76",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-07-08","0.47",",,S","77","H,,S","80",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2023-07-09","0.55",",,S","78","H,,S","87",",,S","70",",,S"
